Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
2025-03-13 22:47:56.396997498,CUST1013,East,Snacks,Chips,1,145.71,0.05,138.43,112.1,26.33
2025-03-14 06:05:06.255212677,CUST1119,East,Household,Laundry Detergent,4,294.92,0.0,1179.69,749.81,429.88
2025-03-14 13:22:16.113427857,CUST1156,Central,Household,Laundry Detergent,1,173.5,0.1,156.15,111.6,44.55
2025-03-14 20:39:25.971643036,CUST1084,East,Grocery,Sugar,8,74.41,0.0,595.26,497.66,97.59
2025-03-15 03:56:35.829858215,CUST1062,North,Personal Care,Face Wash,4,172.46,0.15,586.35,378.15,208.2
2025-03-15 11:13:45.688073395,CUST1024,South,Personal Care,Shampoo,3,195.45,0.05,557.04,422.66,134.38
2025-03-15 18:30:55.546288574,CUST1034,East,Personal Care,Shampoo,3,193.75,0.05,552.18,374.83,177.34
2025-03-16 01:48:05.404503753,CUST1154,North,Beverages,Soft Drink,6,119.55,0.1,645.58,534.72,110.86
2025-03-16 09:05:15.262718933,CUST1164,East,Grocery,Sugar,8,280.91,0.05,2134.92,1442.53,692.39
2025-03-16 16:22:25.120934112,CUST1085,North,Household,Tissue,7,199.41,0.05,1326.09,917.59,408.5
2025-03-16 23:39:34.979149291,CUST1151,West,Beverages,Juice,15,120.06,0.0,1800.9,1195.51,605.39
2025-03-17 06:56:44.837364470,CUST1082,South,Grocery,Rice,3,151.03,0.05,430.44,330.59,99.85
2025-03-17 14:13:54.695579650,CUST1134,East,Household,Laundry Detergent,1,137.45,0.05,130.58,93.24,37.34
2025-03-17 21:31:04.553794829,CUST1168,West,Snacks,Biscuits,5,24.55,0.1,110.48,84.0,26.48
2025-03-18 04:48:14.412010008,CUST1055,East,Snacks,Namkeen,3,85.34,0.1,230.42,148.21,82.22
2025-03-18 12:05:24.270225188,CUST1047,West,Beverages,Coffee,9,42.34,0.05,362.02,281.84,80.18
2025-03-18 19:22:34.128440367,CUST1032,Central,Beverages,Juice,2,108.01,0.05,205.22,141.13,64.09
2025-03-19 02:39:43.986655546,CUST1169,Central,Beverages,Coffee,2,60.93,0.1,109.67,76.41,33.26
2025-03-19 09:56:53.844870726,CUST1045,North,Personal Care,Soap,3,143.94,0.0,431.82,314.22,117.6
2025-03-19 17:14:03.703085905,CUST1122,South,Personal Care,Face Wash,1,57.14,0.0,57.14,46.63,10.51
2025-03-20 00:31:13.561301084,CUST1137,North,Snacks,Namkeen,6,70.83,0.15,361.25,272.96,88.3
2025-03-20 07:48:23.419516264,CUST1048,North,Beverages,Soft Drink,1,141.81,0.05,134.72,84.18,50.54
2025-03-20 15:05:33.277731443,CUST1017,East,Snacks,Cookies,2,136.44,0.0,272.88,170.27,102.6
2025-03-20 22:22:43.135946622,CUST1093,North,Grocery,Pulses,4,403.1,0.05,1531.8,1203.35,328.45
2025-03-21 05:39:52.994161802,CUST1146,East,Household,Dishwash,1,189.89,0.0,189.89,133.94,55.96
2025-03-21 12:57:02.852376981,CUST1066,Central,Grocery,Wheat Flour,4,399.71,0.05,1518.91,966.49,552.42
2025-03-21 20:14:12.710592160,CUST1091,East,Personal Care,Detergent Bar,2,158.02,0.05,300.24,232.97,67.28
2025-03-22 03:31:22.568807340,CUST1112,Central,Household,Dishwash,3,224.3,0.0,672.91,498.34,174.58
2025-03-22 10:48:32.427022519,CUST1090,West,Beverages,Coffee,8,78.78,0.05,598.72,428.26,170.46
2025-03-22 18:05:42.285237698,CUST1130,West,Household,Garbage Bags,2,110.68,0.0,221.35,149.0,72.35
2025-03-23 01:22:52.143452877,CUST1129,Central,Personal Care,Toothpaste,2,218.48,0.1,393.26,298.87,94.38
2025-03-23 08:40:02.001668057,CUST1070,West,Household,Garbage Bags,14,294.48,0.05,3916.61,3083.89,832.72
2025-03-23 15:57:11.859883236,CUST1134,North,Personal Care,Detergent Bar,2,99.5,0.0,199.0,152.57,46.43
2025-03-23 23:14:21.718098415,CUST1038,East,Household,Laundry Detergent,1,274.4,0.1,246.96,191.52,55.44
2025-03-24 06:31:31.576313595,CUST1035,South,Household,Laundry Detergent,22,171.8,0.0,3779.68,2410.11,1369.57
2025-03-24 13:48:41.434528774,CUST1061,Central,Personal Care,Detergent Bar,2,200.52,0.05,380.99,284.91,96.08
2025-03-24 21:05:51.292743953,CUST1149,West,Personal Care,Toothpaste,2,133.44,0.05,253.54,183.37,70.17
2025-03-25 04:23:01.150959133,CUST1075,Central,Snacks,Biscuits,7,143.4,0.1,903.4,581.98,321.42
2025-03-25 11:40:11.009174312,CUST1093,South,Snacks,Biscuits,6,125.33,0.0,752.0,562.15,189.85
2025-03-25 18:57:20.867389491,CUST1066,Central,Grocery,Rice,5,326.85,0.0,1634.26,1157.74,476.53
2025-03-26 02:14:30.725604671,CUST1144,East,Household,Floor Cleaner,6,75.37,0.05,429.61,349.62,79.99
2025-03-26 09:31:40.583819850,CUST1119,North,Grocery,Pulses,9,320.22,0.0,2881.94,1923.9,958.04
2025-03-26 16:48:50.442035029,CUST1108,South,Beverages,Mineral Water,4,151.63,0.0,606.52,385.52,221.0
2025-03-27 00:06:00.300250209,CUST1056,East,Grocery,Cooking Oil,3,426.38,0.0,1279.13,825.26,453.87
2025-03-27 07:23:10.158465388,CUST1127,South,Beverages,Mineral Water,3,129.47,0.0,388.41,270.09,118.32
2025-03-27 14:40:20.016680567,CUST1087,North,Household,Laundry Detergent,4,93.22,0.05,354.25,240.96,113.29
2025-03-27 21:57:29.874895747,CUST1081,North,Beverages,Coffee,2,128.42,0.0,256.84,206.71,50.13
2025-03-28 05:14:39.733110926,CUST1018,West,Household,Floor Cleaner,1,301.47,0.0,301.47,243.94,57.53
2025-03-28 12:31:49.591326105,CUST1120,West,Beverages,Mineral Water,16,87.43,0.0,1398.88,907.83,491.06
2025-03-28 19:48:59.449541284,CUST1032,East,Grocery,Sugar,5,114.96,0.05,546.08,355.75,190.33
2025-03-29 03:06:09.307756464,CUST1132,Central,Household,Laundry Detergent,12,206.02,0.0,2472.27,1853.13,619.14
2025-03-29 10:23:19.165971643,CUST1109,East,Snacks,Chips,2,39.77,0.0,79.53,57.82,21.72
2025-03-29 17:40:29.024186822,CUST1171,Central,Grocery,Sugar,9,351.77,0.05,3007.67,2179.51,828.16
2025-03-30 00:57:38.882402002,CUST1052,North,Personal Care,Soap,10,167.84,0.0,1678.38,1244.11,434.27
2025-03-30 08:14:48.740617181,CUST1107,South,Household,Dishwash,8,106.74,0.1,768.54,594.11,174.43
2025-03-30 15:31:58.598832360,CUST1102,Central,Beverages,Soft Drink,9,57.67,0.1,467.14,327.23,139.91
2025-03-30 22:49:08.457047540,CUST1147,West,Personal Care,Toothpaste,14,211.98,0.0,2967.79,2239.26,728.53
2025-03-31 06:06:18.315262719,CUST1083,South,Household,Garbage Bags,6,53.09,0.05,302.59,234.62,67.97
2025-03-31 13:23:28.173477898,CUST1119,Central,Grocery,Sugar,5,424.99,0.05,2018.7,1372.81,645.88
2025-03-31 20:40:38.031693078,CUST1027,North,Beverages,Coffee,6,34.31,0.0,205.89,140.98,64.91
2025-04-01 03:57:47.889908257,CUST1066,East,Grocery,Cooking Oil,4,391.01,0.0,1564.06,1121.14,442.92
2025-04-01 11:14:57.748123436,CUST1046,North,Beverages,Tea,8,51.87,0.1,373.45,242.8,130.65
2025-04-01 18:32:07.606338616,CUST1040,South,Grocery,Rice,1,129.34,0.0,129.34,100.1,29.24
2025-04-02 01:49:17.464553795,CUST1093,Central,Snacks,Chocolate,1,33.58,0.0,33.58,28.06,5.52
2025-04-02 09:06:27.322768974,CUST1162,West,Grocery,Wheat Flour,7,110.73,0.15,658.87,446.14,212.73
2025-04-02 16:23:37.180984154,CUST1166,East,Grocery,Rice,19,132.87,0.1,2272.14,1818.97,453.17
2025-04-02 23:40:47.039199333,CUST1027,Central,Beverages,Tea,2,99.73,0.1,179.51,143.83,35.69
2025-04-03 06:57:56.897414512,CUST1134,East,Beverages,Mineral Water,3,130.28,0.1,351.74,242.21,109.53
2025-04-03 14:15:06.755629692,CUST1148,West,Snacks,Chips,8,86.6,0.05,658.15,501.92,156.24
2025-04-03 21:32:16.613844871,CUST1058,Central,Personal Care,Shampoo,4,102.66,0.0,410.66,291.93,118.72
2025-04-04 04:49:26.472060050,CUST1159,North,Grocery,Cooking Oil,3,104.08,0.0,312.23,260.12,52.11
2025-04-04 12:06:36.330275229,CUST1117,Central,Beverages,Coffee,5,167.05,0.05,793.46,584.69,208.77
2025-04-04 19:23:46.188490409,CUST1168,South,Beverages,Coffee,4,155.92,0.0,623.69,502.53,121.17
2025-04-05 02:40:56.046705588,CUST1081,North,Snacks,Cookies,6,92.72,0.05,528.52,365.4,163.12
2025-04-05 09:58:05.904920767,CUST1073,South,Grocery,Sugar,5,149.03,0.05,707.9,457.64,250.25
2025-04-05 17:15:15.763135947,CUST1058,North,Snacks,Cookies,8,40.83,0.05,310.3,253.69,56.61
2025-04-06 00:32:25.621351126,CUST1042,South,Grocery,Sugar,2,49.72,0.1,89.5,73.73,15.77
2025-04-06 07:49:35.479566305,CUST1042,West,Grocery,Sugar,7,43.97,0.0,307.8,207.62,100.18
2025-04-06 15:06:45.337781485,CUST1043,North,Beverages,Juice,5,67.08,0.0,335.41,239.4,96.01
2025-04-06 22:23:55.195996664,CUST1144,South,Grocery,Rice,7,375.1,0.1,2363.1,1508.54,854.55
2025-04-07 05:41:05.054211843,CUST1148,North,Personal Care,Detergent Bar,1,186.58,0.05,177.25,115.9,61.35
2025-04-07 12:58:14.912427023,CUST1118,Central,Grocery,Cooking Oil,4,91.48,0.1,329.33,222.05,107.29
2025-04-07 20:15:24.770642202,CUST1148,East,Beverages,Juice,4,62.28,0.1,224.22,158.6,65.62
2025-04-08 03:32:34.628857381,CUST1163,North,Beverages,Coffee,8,29.65,0.0,237.23,165.44,71.79
2025-04-08 10:49:44.487072561,CUST1085,West,Snacks,Namkeen,1,103.83,0.0,103.83,67.33,36.51
2025-04-08 18:06:54.345287740,CUST1004,West,Snacks,Chips,1,45.35,0.05,43.08,32.42,10.66
2025-04-09 01:24:04.203502919,CUST1125,South,Grocery,Sugar,3,283.64,0.0,850.92,671.45,179.47
2025-04-09 08:41:14.061718099,CUST1041,South,Personal Care,Soap,10,69.71,0.1,627.37,395.18,232.19
2025-04-09 15:58:23.919933278,CUST1152,East,Grocery,Rice,4,45.61,0.0,182.44,135.11,47.33
2025-04-09 23:15:33.778148457,CUST1146,South,Snacks,Biscuits,8,94.99,0.0,759.96,486.2,273.76
2025-04-10 06:32:43.636363636,CUST1038,East,Household,Tissue,6,142.37,0.1,768.78,580.57,188.21
2025-04-10 13:49:53.494578816,CUST1087,Central,Grocery,Pulses,5,129.34,0.05,614.34,424.62,189.72
2025-04-10 21:07:03.352793995,CUST1099,North,Beverages,Juice,5,163.61,0.1,736.25,458.68,277.57
2025-04-11 04:24:13.211009174,CUST1089,North,Snacks,Cookies,9,31.06,0.05,265.54,187.34,78.2
2025-04-11 11:41:23.069224354,CUST1008,Central,Beverages,Soft Drink,2,96.89,0.0,193.78,156.79,36.99
2025-04-11 18:58:32.927439533,CUST1102,East,Personal Care,Soap,4,220.66,0.1,794.38,579.89,214.49
2025-04-12 02:15:42.785654712,CUST1151,East,Snacks,Cookies,11,50.23,0.0,552.53,376.88,175.65
2025-04-12 09:32:52.643869892,CUST1038,South,Grocery,Rice,9,63.38,0.05,541.91,433.75,108.16
2025-04-12 16:50:02.502085071,CUST1154,West,Snacks,Chocolate,10,114.93,0.0,1149.29,760.58,388.71
2025-04-13 00:07:12.360300250,CUST1049,South,Beverages,Mineral Water,1,168.24,0.15,143.0,108.42,34.58
2025-04-13 07:24:22.218515430,CUST1017,East,Beverages,Tea,3,83.57,0.0,250.7,191.73,58.97
2025-04-13 14:41:32.076730609,CUST1166,North,Beverages,Juice,4,161.91,0.0,647.63,493.89,153.74
2025-04-13 21:58:41.934945788,CUST1004,North,Household,Dishwash,22,98.8,0.05,2064.88,1375.09,689.79
2025-04-14 05:15:51.793160968,CUST1146,West,Grocery,Wheat Flour,3,276.56,0.05,788.2,646.14,142.06
2025-04-14 12:33:01.651376147,CUST1108,West,Grocery,Sugar,4,73.05,0.0,292.21,211.82,80.39
2025-04-14 19:50:11.509591326,CUST1152,East,Household,Floor Cleaner,2,147.71,0.0,295.41,222.37,73.05
2025-04-15 03:07:21.367806506,CUST1117,West,Snacks,Cookies,7,21.68,0.0,151.75,114.46,37.29
2025-04-15 10:24:31.226021684,CUST1113,South,Grocery,Sugar,3,228.33,0.0,684.98,454.74,230.24
2025-04-15 17:41:41.084236864,CUST1009,South,Personal Care,Shampoo,7,178.4,0.0,1248.77,946.12,302.65
2025-04-16 00:58:50.942452044,CUST1083,South,Grocery,Pulses,11,353.11,0.0,3884.25,2547.84,1336.41
2025-04-16 08:16:00.800667222,CUST1087,Central,Grocery,Sugar,5,238.15,0.0,1190.75,756.91,433.85
2025-04-16 15:33:10.658882402,CUST1001,South,Household,Dishwash,3,105.58,0.0,316.75,241.37,75.38
2025-04-16 22:50:20.517097582,CUST1063,North,Household,Dishwash,1,164.64,0.05,156.41,99.62,56.79
2025-04-17 06:07:30.375312760,CUST1006,Central,Grocery,Sugar,6,209.61,0.0,1257.65,1047.52,210.13
2025-04-17 13:24:40.233527940,CUST1147,East,Grocery,Rice,6,280.96,0.05,1601.45,1221.01,380.44
2025-04-17 20:41:50.091743120,CUST1082,West,Beverages,Coffee,3,59.82,0.0,179.47,142.82,36.64
2025-04-18 03:58:59.949958298,CUST1126,West,Personal Care,Detergent Bar,2,270.89,0.0,541.77,416.44,125.33
2025-04-18 11:16:09.808173478,CUST1065,East,Household,Tissue,13,313.88,0.1,3672.4,3077.98,594.43
2025-04-18 18:33:19.666388658,CUST1047,East,Personal Care,Toothpaste,9,87.69,0.0,789.17,501.29,287.88
2025-04-19 01:50:29.524603836,CUST1177,West,Beverages,Coffee,15,76.24,0.0,1143.55,741.84,401.72
2025-04-19 09:07:39.382819016,CUST1003,Central,Grocery,Pulses,6,170.81,0.0,1024.85,659.01,365.84
2025-04-19 16:24:49.241034196,CUST1089,South,Beverages,Soft Drink,4,88.14,0.0,352.57,285.43,67.14
2025-04-19 23:41:59.099249374,CUST1021,South,Snacks,Namkeen,1,43.55,0.0,43.55,32.69,10.86
2025-04-20 06:59:08.957464554,CUST1015,West,Grocery,Rice,9,75.99,0.0,683.94,546.2,137.74
2025-04-20 14:16:18.815679734,CUST1004,South,Snacks,Biscuits,2,111.91,0.1,201.44,161.06,40.38
2025-04-20 21:33:28.673894912,CUST1141,West,Personal Care,Face Wash,2,272.81,0.0,545.61,354.86,190.75
2025-04-21 04:50:38.532110092,CUST1179,Central,Snacks,Chocolate,8,141.12,0.0,1128.97,795.82,333.15
2025-04-21 12:07:48.390325272,CUST1099,South,Personal Care,Soap,4,290.78,0.05,1104.97,861.59,243.37
2025-04-21 19:24:58.248540450,CUST1014,North,Grocery,Cooking Oil,2,150.36,0.05,285.68,233.49,52.18
2025-04-22 02:42:08.106755630,CUST1042,North,Snacks,Chocolate,9,83.2,0.0,748.82,597.52,151.31
2025-04-22 09:59:17.964970810,CUST1127,East,Beverages,Mineral Water,6,40.11,0.05,228.65,153.4,75.25
2025-04-22 17:16:27.823185988,CUST1020,East,Beverages,Juice,7,46.28,0.05,307.77,245.8,61.98
2025-04-23 00:33:37.681401168,CUST1172,North,Personal Care,Face Wash,10,49.21,0.0,492.13,397.05,95.08
2025-04-23 07:50:47.539616348,CUST1116,East,Household,Floor Cleaner,9,188.27,0.1,1524.98,1223.8,301.18
2025-04-23 15:07:57.397831526,CUST1047,Central,Household,Garbage Bags,2,308.75,0.0,617.5,477.29,140.21
2025-04-23 22:25:07.256046706,CUST1159,Central,Grocery,Pulses,4,44.39,0.0,177.57,130.43,47.14
2025-04-24 05:42:17.114261886,CUST1113,East,Beverages,Soft Drink,4,89.35,0.1,321.65,245.33,76.32
2025-04-24 12:59:26.972477064,CUST1051,North,Beverages,Coffee,5,127.42,0.0,637.12,395.24,241.87
2025-04-24 20:16:36.830692244,CUST1127,North,Snacks,Biscuits,1,116.5,0.0,116.5,90.79,25.71
2025-04-25 03:33:46.688907422,CUST1034,South,Personal Care,Detergent Bar,4,225.46,0.0,901.84,756.42,145.42
2025-04-25 10:50:56.547122602,CUST1058,West,Grocery,Rice,12,222.12,0.0,2665.38,2108.77,556.61
2025-04-25 18:08:06.405337782,CUST1078,North,Household,Floor Cleaner,3,307.26,0.0,921.78,714.75,207.03
2025-04-26 01:25:16.263552960,CUST1042,South,Grocery,Cooking Oil,1,65.18,0.1,58.67,45.89,12.78
2025-04-26 08:42:26.121768140,CUST1172,South,Household,Floor Cleaner,6,86.75,0.05,494.47,320.04,174.43
2025-04-26 15:59:35.979983320,CUST1023,West,Household,Garbage Bags,15,300.93,0.0,4513.89,2812.9,1701.0
2025-04-26 23:16:45.838198498,CUST1140,North,Snacks,Chocolate,4,90.79,0.0,363.17,249.96,113.21
2025-04-27 06:33:55.696413678,CUST1055,East,Snacks,Cookies,12,47.29,0.05,539.07,417.19,121.88
2025-04-27 13:51:05.554628858,CUST1157,South,Household,Garbage Bags,3,193.45,0.05,551.33,418.06,133.26
2025-04-27 21:08:15.412844036,CUST1126,West,Beverages,Tea,11,73.62,0.05,769.37,614.85,154.52
2025-04-28 04:25:25.271059216,CUST1064,East,Grocery,Wheat Flour,7,309.68,0.05,2059.4,1599.71,459.69
2025-04-28 11:42:35.129274396,CUST1117,North,Personal Care,Shampoo,7,187.58,0.05,1247.43,872.31,375.12
2025-04-28 18:59:44.987489574,CUST1112,South,Grocery,Rice,1,413.44,0.1,372.09,243.94,128.16
2025-04-29 02:16:54.845704754,CUST1132,South,Personal Care,Face Wash,1,193.83,0.1,174.45,112.57,61.88
2025-04-29 09:34:04.703919934,CUST1174,West,Snacks,Namkeen,3,48.16,0.0,144.47,111.54,32.92
2025-04-29 16:51:14.562135112,CUST1046,West,Snacks,Cookies,1,123.52,0.05,117.34,88.28,29.07
2025-04-30 00:08:24.420350292,CUST1148,North,Personal Care,Face Wash,7,137.68,0.0,963.75,728.81,234.94
2025-04-30 07:25:34.278565472,CUST1140,South,Grocery,Wheat Flour,3,237.87,0.0,713.6,517.02,196.58
2025-04-30 14:42:44.136780650,CUST1023,North,Snacks,Cookies,2,86.43,0.0,172.85,120.78,52.07
2025-04-30 21:59:53.994995830,CUST1100,South,Household,Tissue,8,142.82,0.1,1028.33,754.23,274.1
2025-05-01 05:17:03.853211010,CUST1135,East,Beverages,Soft Drink,7,54.72,0.1,344.73,220.12,124.61
2025-05-01 12:34:13.711426188,CUST1125,East,Personal Care,Toothpaste,7,46.0,0.05,305.88,247.38,58.5
2025-05-01 19:51:23.569641368,CUST1012,West,Beverages,Coffee,2,65.13,0.0,130.26,96.02,34.24
2025-05-02 03:08:33.427856548,CUST1127,West,Grocery,Wheat Flour,13,338.33,0.05,4178.36,3163.62,1014.74
2025-05-02 10:25:43.286071726,CUST1086,Central,Snacks,Chips,1,124.67,0.0,124.67,95.35,29.32
2025-05-02 17:42:53.144286906,CUST1038,East,Grocery,Cooking Oil,5,342.22,0.0,1711.12,1269.0,442.12
2025-05-03 01:00:03.002502086,CUST1048,South,Grocery,Pulses,9,291.82,0.0,2626.35,2112.22,514.12
2025-05-03 08:17:12.860717264,CUST1161,Central,Grocery,Rice,2,61.63,0.1,110.93,75.18,35.75
2025-05-03 15:34:22.718932444,CUST1177,East,Grocery,Sugar,6,181.94,0.0,1091.64,773.9,317.74
2025-05-03 22:51:32.577147624,CUST1024,South,Household,Floor Cleaner,6,277.33,0.0,1664.0,1148.11,515.89
2025-05-04 06:08:42.435362802,CUST1076,South,Grocery,Wheat Flour,10,290.25,0.05,2757.36,2021.82,735.55
2025-05-04 13:25:52.293577982,CUST1015,Central,Grocery,Cooking Oil,11,44.33,0.05,463.21,368.92,94.29
2025-05-04 20:43:02.151793162,CUST1143,West,Snacks,Namkeen,6,60.26,0.05,343.48,264.07,79.41
2025-05-05 04:00:12.010008340,CUST1068,Central,Personal Care,Soap,8,152.35,0.0,1218.8,1010.95,207.85
2025-05-05 11:17:21.868223520,CUST1110,South,Beverages,Juice,2,162.21,0.0,324.42,260.35,64.07
2025-05-05 18:34:31.726438700,CUST1143,Central,Personal Care,Shampoo,13,201.28,0.15,2224.13,1394.84,829.29
2025-05-06 01:51:41.584653878,CUST1009,Central,Beverages,Soft Drink,5,167.37,0.0,836.85,634.63,202.22
2025-05-06 09:08:51.442869058,CUST1167,South,Household,Laundry Detergent,11,67.54,0.0,742.91,538.13,204.79
2025-05-06 16:26:01.301084236,CUST1068,South,Grocery,Sugar,2,279.16,0.0,558.31,432.27,126.04
2025-05-06 23:43:11.159299416,CUST1113,South,Household,Laundry Detergent,11,331.66,0.0,3648.29,2643.56,1004.73
2025-05-07 07:00:21.017514596,CUST1156,Central,Household,Tissue,5,297.94,0.05,1415.21,894.43,520.78
2025-05-07 14:17:30.875729774,CUST1068,East,Beverages,Tea,11,45.01,0.0,495.07,325.04,170.03
2025-05-07 21:34:40.733944954,CUST1149,North,Household,Garbage Bags,5,126.42,0.0,632.12,490.04,142.08
2025-05-08 04:51:50.592160134,CUST1141,North,Personal Care,Face Wash,5,282.99,0.0,1414.97,1052.21,362.76
2025-05-08 12:09:00.450375312,CUST1056,West,Snacks,Namkeen,5,135.37,0.05,642.98,529.77,113.22
2025-05-08 19:26:10.308590492,CUST1055,West,Beverages,Tea,1,179.81,0.0,179.81,128.87,50.94
2025-05-09 02:43:20.166805672,CUST1019,East,Beverages,Mineral Water,8,135.5,0.05,1029.78,780.1,249.67
2025-05-09 10:00:30.025020850,CUST1081,West,Personal Care,Shampoo,5,229.29,0.0,1146.44,846.54,299.9
2025-05-09 17:17:39.883236030,CUST1057,East,Grocery,Cooking Oil,8,389.86,0.05,2962.94,2172.83,790.11
2025-05-10 00:34:49.741451210,CUST1109,West,Snacks,Biscuits,6,51.15,0.0,306.92,244.08,62.84
2025-05-10 07:51:59.599666388,CUST1027,West,Personal Care,Face Wash,7,206.8,0.0,1447.59,1205.46,242.13
2025-05-10 15:09:09.457881568,CUST1179,East,Household,Dishwash,11,168.34,0.1,1666.6,1122.76,543.85
2025-05-10 22:26:19.316096748,CUST1125,West,Snacks,Chocolate,6,135.57,0.0,813.43,525.72,287.71
2025-05-11 05:43:29.174311926,CUST1122,North,Household,Dishwash,1,173.33,0.0,173.33,129.45,43.88
2025-05-11 13:00:39.032527106,CUST1044,South,Grocery,Rice,2,289.0,0.05,549.11,365.93,183.17
2025-05-11 20:17:48.890742286,CUST1052,East,Beverages,Soft Drink,6,99.95,0.0,599.7,466.2,133.51
2025-05-12 03:34:58.748957464,CUST1176,East,Beverages,Coffee,7,46.59,0.0,326.16,223.98,102.18
2025-05-12 10:52:08.607172644,CUST1066,West,Grocery,Cooking Oil,2,45.16,0.15,76.78,60.74,16.04
2025-05-12 18:09:18.465387824,CUST1041,North,Grocery,Sugar,5,164.68,0.05,782.22,654.89,127.33
2025-05-13 01:26:28.323603002,CUST1138,South,Personal Care,Detergent Bar,1,104.09,0.05,98.88,65.1,33.79
2025-05-13 08:43:38.181818182,CUST1153,West,Personal Care,Toothpaste,16,83.17,0.0,1330.68,900.58,430.1
2025-05-13 16:00:48.040033362,CUST1049,West,Grocery,Rice,1,294.65,0.0,294.65,215.07,79.59
2025-05-13 23:17:57.898248540,CUST1176,West,Grocery,Wheat Flour,4,54.09,0.0,216.38,140.51,75.87
2025-05-14 06:35:07.756463720,CUST1091,South,Personal Care,Soap,6,276.33,0.0,1657.96,1298.69,359.27
2025-05-14 13:52:17.614678900,CUST1095,East,Snacks,Chips,2,70.06,0.1,126.1,97.89,28.21
2025-05-14 21:09:27.472894078,CUST1039,South,Personal Care,Face Wash,4,208.37,0.0,833.47,557.65,275.83
2025-05-15 04:26:37.331109258,CUST1051,South,Grocery,Sugar,6,400.52,0.05,2282.98,1710.96,572.02
2025-05-15 11:43:47.189324438,CUST1177,East,Household,Tissue,12,169.39,0.1,1829.39,1270.35,559.04
2025-05-15 19:00:57.047539616,CUST1165,East,Beverages,Coffee,7,135.87,0.05,903.57,568.12,335.44
2025-05-16 02:18:06.905754796,CUST1117,Central,Household,Garbage Bags,1,301.65,0.1,271.49,182.85,88.64
2025-05-16 09:35:16.763969976,CUST1029,West,Grocery,Pulses,1,59.99,0.0,59.99,47.18,12.81
2025-05-16 16:52:26.622185154,CUST1090,Central,Grocery,Pulses,6,47.17,0.0,283.05,212.62,70.42
2025-05-17 00:09:36.480400334,CUST1073,Central,Personal Care,Toothpaste,3,217.7,0.05,620.43,426.41,194.02
2025-05-17 07:26:46.338615514,CUST1148,West,Snacks,Chips,1,121.0,0.1,108.9,83.64,25.26
2025-05-17 14:43:56.196830692,CUST1045,South,Snacks,Biscuits,6,47.29,0.0,283.74,214.69,69.04
2025-05-17 22:01:06.055045872,CUST1115,West,Snacks,Chips,5,50.27,0.05,238.8,187.71,51.09
2025-05-18 05:18:15.913261052,CUST1049,South,Beverages,Soft Drink,15,177.51,0.0,2662.64,1802.53,860.11
2025-05-18 12:35:25.771476230,CUST1058,East,Grocery,Wheat Flour,5,317.5,0.0,1587.48,1020.79,566.69
2025-05-18 19:52:35.629691410,CUST1169,South,Personal Care,Toothpaste,7,79.21,0.1,499.05,348.29,150.77
2025-05-19 03:09:45.487906588,CUST1103,South,Snacks,Cookies,4,64.43,0.0,257.71,198.65,59.06
2025-05-19 10:26:55.346121768,CUST1133,North,Grocery,Cooking Oil,1,131.68,0.0,131.68,83.91,47.77
2025-05-19 17:44:05.204336948,CUST1079,Central,Grocery,Wheat Flour,8,399.03,0.0,3192.25,2534.96,657.28
2025-05-20 01:01:15.062552126,CUST1020,South,Grocery,Wheat Flour,1,377.43,0.0,377.43,235.41,142.02
2025-05-20 08:18:24.920767306,CUST1032,North,Grocery,Rice,3,435.83,0.15,1111.38,924.84,186.54
2025-05-20 15:35:34.778982486,CUST1141,West,Grocery,Wheat Flour,2,374.54,0.05,711.63,506.36,205.27
2025-05-20 22:52:44.637197664,CUST1162,Central,Grocery,Rice,12,139.92,0.15,1427.19,998.14,429.04
2025-05-21 06:09:54.495412844,CUST1011,South,Snacks,Namkeen,10,76.17,0.1,685.52,487.0,198.52
2025-05-21 13:27:04.353628024,CUST1115,West,Beverages,Mineral Water,4,94.7,0.1,340.92,283.3,57.62
2025-05-21 20:44:14.211843202,CUST1170,Central,Personal Care,Toothpaste,5,40.29,0.0,201.46,147.87,53.6
2025-05-22 04:01:24.070058382,CUST1097,East,Beverages,Tea,2,35.74,0.0,71.49,52.83,18.65
2025-05-22 11:18:33.928273562,CUST1166,South,Personal Care,Face Wash,4,163.76,0.1,589.53,469.38,120.16
2025-05-22 18:35:43.786488740,CUST1051,South,Personal Care,Toothpaste,9,157.75,0.1,1277.76,971.3,306.46
2025-05-23 01:52:53.644703920,CUST1131,South,Household,Garbage Bags,14,327.98,0.05,4362.08,3106.51,1255.57
2025-05-23 09:10:03.502919100,CUST1012,Central,Household,Dishwash,3,341.85,0.0,1025.56,728.96,296.6
2025-05-23 16:27:13.361134278,CUST1060,South,Snacks,Cookies,15,115.24,0.0,1728.59,1178.7,549.9
2025-05-23 23:44:23.219349458,CUST1048,North,Household,Floor Cleaner,6,344.08,0.05,1961.25,1536.14,425.11
2025-05-24 07:01:33.077564638,CUST1028,Central,Grocery,Wheat Flour,3,295.73,0.0,887.2,557.31,329.89
2025-05-24 14:18:42.935779816,CUST1161,Central,Personal Care,Toothpaste,7,287.35,0.0,2011.44,1484.98,526.46
2025-05-24 21:35:52.793994996,CUST1173,Central,Household,Tissue,8,249.78,0.1,1798.45,1120.29,678.15
